SKU,Regular price,Sale price
,0,0
,0,0
,0,0
,0,0
100009940,0,0
100009939,0,0
100009938,0,0
100009937,0,0
,0,0
,0,0
,0,0
,0,0
100009126,29.056650778598446,22.351269829691116
100009125,18.777775,11.535714285714283
100009124,40.47827499999999,22.74025974025974
100009123,34.378675,20.554545454545455
&gt;,0,0
100005020,207.454825,172.32553097089013
100005022,19.168774999999997,19.0399705956628
100005023,242.13652499999998,146.1110787014993
100005024,187.631125,159.90815884328399
100005025,123.580446829965,95.06188217689616
100005026,33.049274999999994,26.214452269390815
100005027,36.020875,17.687856741767906
100005028,51.875925,18.797324999999997
100005029,36.020875,17.687856741767906
100005031,122.82287499999998,53.96038043451972
100005034,42.32944187499527,32.56110913461175
100005036,122.82287499999998,49.365952747305435
100005038,43.94839999999999,23.358456680041392
100005039,22.150149999999996,16.101192525462675
100005040,67.730975,34.16157043105876
100005041,39.979749999999996,19.31591219849849
100005042,28.093349999999994,20.419678609841267
100005043,61.787774999999996,35.32052516296868
100005044,48.24838925582089,37.11414558140068
100005047,67.730975,30.077634709090514
100005048,39.58875,32.00922592894036
100005049,107.52754408499858,82.71349544999892
100005050,27.096299999999996,10.643461823662435
100005051,32.05222499999999,13.215799999999998
100005052,31.388357322560058,24.14489024812312
100005053,22.420255230400034,17.2463501772308
100005054,60.05041160910346,46.192624314694974
100005057,38.38347695444487,29.525751503419126
100005058,71.38609265359372,54.91237896430286
100005059,36.020875,13.724099999999998
100005060,146.71815022773785,112.86011555979833
100005064,52.517205851689056,40.39785065514542
100005065,21.153099999999995,14.994849999999996
100005066,15.190349999999999,15.190349999999999
100005067,197.11888398567712,151.62991075821319
100005068,38.992475,22.384749999999997
100005069,110.20003850846226,84.76926039112482
100005070,73.674175,61.86610735576232
100005074,118.73767170019858,91.3366705386143
100005079,45.932725,39.18370760266837
100005080,50.87887499999999,18.07417498573788
100005081,71.20673061175053,54.77440816288502
100005082,40.141224964508226,30.877865357314022
100005085,38.992475,27.38720408144251
100005088,40.976800000000004,36.32968302476778
100005089,38.992475,33.881686805325415
100005092,74.66144999999999,67.60569269474473
100005094,76.64577499999999,67.60569269474473
100005095,53.86024999999999,43.04689004236808
100005096,41.964074999999994,34.68585947644658
100005097,24.124699999999997,16.528902009857998
100005098,25.12175,14.017349999999999
100005099,26.109025,12.678798701298701
100005100,32.746249999999996,11.535714285714283
100005101,24.124699999999997,18.551525974025974
100005104,32.05222499999999,22.847964714795364
100005105,92.19779999999997,32.11960257007464
100005107,53.09740259740259,40.84415584415584
100005110,26.382724999999994,22.374921967077032
100005112,36.020875,26.50419095236829
100005116,63.762325000000004,42.77094843953238
100005117,32.05222499999999,20.293533877116378
