SKU,Regular price,Sale price
100003272,21.62,20.08
100003277,15.95,10.46
100003278,28.41,20.01
100003279,27.00,23.89
100003287,19.69,15.42
100003288,35.84,32.03
100003290,44.60,41.41
100003293,86.09,68.46
100003300,40.80,39.04
100003309,63.87,50.79
100003311,35.75,33.18
100003314,57.00,52.28
100003315,33.01,27.88
100003318,32.21,22.68
100003321,39.20,37.60
100003323,29.60,23.54
100003328,30.68,24.40
100003331,35.07,27.89
100003339,21.29,14.50
100003340,52.70,50.05
100003341,25.83,24.53
100003343,15.95,14.80
100003349,43.66,34.72
100003350,26.12,20.77
100003359,34.70,31.08
100003361,38.30,30.45
100003363,26.14,22.88
100003367,33.34,26.49
100003370,17.91,14.72
100003375,27.44,20.47
100003384,35.84,16.17
100003399,21.29,18.38
100003401,31.00,20.76
100003404,56.32,44.79
100003405,26.14,22.59
100003409,32.61,32.10
100003414,31.00,15.32
100003416,26.38,20.98
100003418,23.67,21.98
100003419,56.68,45.07
100003421,38.45,34.53
100003423,38.59,34.57
100003427,29.83,22.95
100003428,27.39,25.42
100003429,15.55,13.50
100003434,16.15,15.34
100003436,28.53,26.49
100003437,16.71,13.24
100003444,60.60,48.18
100003446,37.28,28.68
100003447,27.00,23.66
100003448,48.01,47.51
100003452,46.08,40.43
100003456,21.33,19.80
100003460,30.44,26.19
100003466,49.09,39.04
100003469,23.96,22.18
100003471,104.03,46.36
100003472,26.65,21.19
100003473,45.65,42.38
100003479,31.00,24.34
100003480,19.69,16.97
100003481,35.84,30.95
100003484,26.14,25.57
100003490,15.77,14.64
100003492,42.95,34.16
100003493,26.14,18.97
100003496,17.22,13.24
100003500,39.61,35.56
100003508,25.26,23.20
100003510,33.77,25.98
100003514,32.31,24.50
100003519,41.76,33.21
100003524,23.72,22.12
100003527,40.80,39.04
100003528,23.67,18.82
100003534,59.77,55.49
100003536,58.29,53.54
100003537,72.83,67.62
100003540,29.38,24.78
100003541,34.02,31.58
100003542,25.61,24.27
100003551,19.23,17.85
100003553,26.37,24.49
100003556,48.06,45.65
100003563,55.52,50.83
100003565,28.69,26.70
100003569,27.00,25.29
100003570,25.74,23.90
100003571,29.38,26.20
100003574,67.07,53.33
100003575,29.38,26.77
100003578,17.91,14.16
100003580,21.29,12.91
100003581,29.38,23.72
100003587,48.17,31.00
100003590,54.07,50.19
100003593,37.49,34.80
100003594,66.35,52.76
100003599,26.14,23.40
100003601,43.93,40.46
100003605,54.39,43.25
100003611,31.54,25.08
100003612,60.83,47.74
100003617,30.68,27.80
100003618,44.25,41.69
100003620,27.44,26.77
100003621,29.61,27.49
100003624,21.03,19.52
100003629,19.34,15.38
100003630,22.10,16.91
100003631,23.72,17.93
100003633,30.71,24.43
100003636,49.50,39.36
100003641,20.57,15.82
100003642,54.21,50.33
100003650,27.44,26.77
100003652,30.71,24.43
100003658,59.26,47.12
100003660,30.19,27.71
100003663,65.15,51.80
100003665,18.22,14.93
100003666,53.91,41.47
100003667,22.10,17.93
100003668,21.04,16.73
100003670,13.23,12.55
100003671,33.99,31.55
100003674,39.61,35.56
100003677,16.42,13.58
100003681,20.48,15.90
100003682,29.61,27.49
100003684,41.71,38.70
100003686,58.26,44.81
100003688,24.80,19.72
100003689,31.71,30.11
100003690,34.56,27.49
100003694,18.80,18.12
100003696,35.69,28.38
100003697,37.24,29.62
100003700,18.22,14.93
100003701,20.57,15.82
100003703,31.89,29.60
100003704,17.58,15.50
100003708,30.68,27.80
100003710,29.90,23.78
100003713,27.44,26.77
100003715,19.69,14.10
100003716,35.84,28.53
100003718,24.39,18.76
100003721,24.52,21.40
100003725,26.39,24.50
100003727,21.37,18.95
100003729,47.64,36.11
100003732,46.87,34.02
100003734,19.69,15.42
100003735,35.84,30.83
100003743,15.47,13.50
100003745,30.71,24.43
100003747,29.83,22.94
100003749,35.63,28.33
100003751,27.44,20.47
100003754,17.65,14.47
100003759,23.72,17.81
100003760,43.93,35.61
100003766,49.07,39.02
100003767,27.44,26.77
100003768,29.61,27.49
100003769,36.66,34.02
100003770,24.19,16.25
100003771,25.38,23.56
100003772,19.40,14.35
100003774,29.90,23.78
100003779,24.39,18.76
100003783,35.84,35.73
100003787,19.69,15.42
100003788,35.84,32.03
100003792,27.96,21.51
100003797,32.45,26.74
100003801,27.71,22.04
100003803,32.61,31.66
100003804,29.59,23.53
100003805,41.92,33.34
100003808,21.78,17.32
100005022,20.72,19.24
100005027,29.38,18.65
100005028,42.32,18.68
100005029,29.38,17.30
100005038,35.84,27.88
100005041,32.61,19.94
100005042,22.91,21.71
100005044,47.16,43.08
100005045,21.78,20.22
100005046,39.28,31.23
100005050,22.10,9.13
100005051,26.14,13.12
100005052,26.28,23.60
100005059,29.38,12.82
100005076,61.42,48.84
100005080,41.50,17.66
100005083,28.57,24.32
100005084,28.57,24.32
100005090,26.14,25.32
100005095,43.93,38.03
100005097,28.04,21.57
100005099,21.29,12.81
100005100,26.72,16.96
100005101,19.69,15.12
100005104,26.14,19.48
100005108,48.17,28.19
100005109,26.14,17.80
100005111,28.89,18.44
100005112,29.38,25.90
100005117,26.14,17.93
100005118,32.27,25.66
100005123,76.25,27.74
100005126,68.88,61.87
100005130,35.84,25.66
100005153,22.10,20.79
100005158,64.14,56.54
100005164,48.17,34.76
100005166,22.10,18.58
100005170,33.67,26.33
100005176,52.29,47.05
100005178,39.28,30.21
100005180,44.49,44.17
100005181,49.56,38.12
100005183,21.29,17.04
100005184,30.66,20.32
100005187,40.80,29.61
100005195,40.71,34.94
100005197,26.28,20.22
100005202,40.80,22.29
100005203,27.00,19.00
100005205,27.00,26.67
100005206,35.84,32.58
100005214,48.17,42.98
100005215,40.80,33.15
100005219,40.98,38.05
100005223,25.16,23.60
100005227,26.14,24.96
100005231,17.94,13.80
100005233,47.45,39.23
100005238,22.52,20.91
100005240,31.39,24.96
100005241,29.61,24.96
100005247,26.89,24.96
100005252,30.40,21.18
100005255,67.28,51.75
100005257,44.49,38.20
100005258,42.22,32.47
100005262,57.86,44.77
100005265,21.70,21.16
100005269,47.97,35.80
100005270,17.18,13.22
100005272,43.14,33.18
100005276,56.80,45.17
100005278,21.70,11.83
100005280,21.70,18.75
100005286,34.77,26.74
100005287,49.72,44.64
100005288,50.46,46.85
100005291,34.80,26.77
100005293,39.10,30.08
100005295,34.80,26.77
100005301,72.08,49.72
100005303,19.69,16.37
100005306,27.00,18.29
100005309,65.64,43.71
100005315,29.38,25.05
100005318,55.52,36.82
100005321,85.21,67.76
100005325,83.12,68.13
100005328,26.28,20.22
100005336,51.84,28.92
100005337,51.84,28.91
100005342,40.80,26.46
100005344,19.69,16.19
100005347,76.25,71.77
100005353,22.91,16.73
100005354,42.32,33.46
100005355,22.91,22.31
100005356,55.28,42.52
100005357,36.82,28.32
100005359,26.14,18.40
100005370,32.61,23.66
100005400,35.84,20.23
