SKU,Regular price,Sale price
100006436,  33.85 ,  26.04 
100006437,  53.63 ,  41.25 
100006438,  41.53 ,  36.10 
100006439,  51.79 ,  50.59 
100006440,  70.31 ,  54.08 
100006441,  32.58 ,  25.06 
100006442,  216.11 ,  193.57 
100006443,  40.62 ,  26.71 
100006444,  82.63 ,  54.53 
100006445,  27.17 ,  20.90 
100006446,  76.09 ,  68.16 
100006447,  45.33 ,  43.18 
100006449,  100.73 ,  66.23 
100006450,  76.40 ,  68.43 
100006451,  33.65 ,  25.89 
100006452,  92.11 ,  82.51 
100006453,  50.29 ,  45.05 
100006454,  41.37 ,  37.94 
100006455,  21.62 ,  21.19 
100006456,  98.39 ,  75.69 
100006457,  60.50 ,  46.54 
100006458,  66.35 ,  51.04 
100006459,  41.59 ,  37.25 
100006460,  51.76 ,  46.36 
100006461,  31.43 ,  24.18 
100006462,  48.95 ,  43.85 
100006463,  35.54 ,  28.26 
100006464,  35.54 ,  28.15 
100006465,  35.40 ,  31.71 
100006466,  78.55 ,  61.82 
100006467,  51.91 ,  40.84 
100006468,  134.52 ,  52.55 
100006469,  91.08 ,  26.13 
100006470,  264.84 ,  106.19 
100006472,  84.81 ,  46.08 
100006473,  53.26 ,  40.97 
100006474,  57.64 ,  51.63 
100006475,  76.44 ,  57.81 
100006476,  57.33 ,  49.95 
100006477,  76.44 ,  60.16 
100006478,  62.12 ,  48.29 
100006479,  85.80 ,  76.85 
100006480,  37.02 ,  26.45 
100006481,  140.95 ,  126.24 
100006482,  57.29 ,  50.84 
100006483,  59.22 ,  55.05 
100006484,  32.20 ,  22.21 
100006485,  88.19 ,  59.66 
100006486,  47.63 ,  40.56 
100006488,  40.66 ,  36.42 
100006489,  43.00 ,  24.14 
100006490,  60.19 ,  52.43 
100006491,  92.69 ,  77.26 
100006492,  82.55 ,  73.94 
100006493,  130.31 ,  116.72 
100006494,  27.37 ,  23.04 
100006495,  33.06 ,  23.32 
100006496,  23.12 ,  22.30 
100006497,  28.91 ,  26.45 
100006498,  73.01 ,  65.40 
100006500,  31.22 ,  23.32 
100006502,  91.08 ,  61.95 
100006503,  84.30 ,  64.85 
100006504,  59.20 ,  53.02 
100006505,  23.51 ,  18.35 
100006506,  35.09 ,  33.11 
100006507,  35.09 ,  31.46 
100006508,  30.64 ,  27.44 
100006509,  31.22 ,  30.91 
100006510,  31.22 ,  26.48 
100006511,  74.86 ,  67.05 
100006512,  32.25 ,  17.73 
100006513,  123.07 ,  110.24 
100006514,  72.20 ,  23.32 
100006515,  51.30 ,  39.46 
100006516,  91.81 ,  82.23 
100006517,  50.54 ,  38.49 
100006518,  56.45 ,  44.43 
100006519,  31.57 ,  28.28 
100006520,  59.45 ,  53.26 
100006521,  201.93 ,  180.88 
100006522,  36.05 ,  31.34 
100006523,  69.84 ,  42.77 
100006524,  84.15 ,  66.23 
100006525,  45.74 ,  35.18 
100006526,  43.05 ,  33.11 
100006528,  60.19 ,  45.39 
100006529,  33.27 ,  29.81 
100006530,  67.78 ,  60.71 
100006532,  64.75 ,  49.81 
100006533,  41.45 ,  31.89 
100006534,  25.43 ,  8.25 
100006535,  122.00 ,  109.27 
100006536,  155.87 ,  139.63 
100006537,  122.00 ,  109.27 
100006538,  44.76 ,  40.09 
100006539,  50.56 ,  38.89 
100006540,  136.63 ,  37.89 
100006541,  103.67 ,  28.93 
100006542,  202.57 ,  55.80 
100006543,  40.88 ,  19.04 
100006544,  57.92 ,  51.88 
100006545,  44.50 ,  30.72 
100006546,  152.49 ,  136.59 
100006547,  64.05 ,  38.79 
100006548,  77.13 ,  60.70 
100006549,  33.23 ,  29.76 
100006550,  31.91 ,  24.70 
100006552,  69.84 ,  65.05 
100006553,  74.63 ,  39.19 
100006554,  21.57 ,  17.71 
100006555,  38.62 ,  25.21 
100006556,  83.85 ,  64.50 
100006557,  60.19 ,  31.60 
100006558,  32.20 ,  18.63 
100006559,  116.19 ,  56.43 
100006560,  70.52 ,  65.04 
100006561,  83.95 ,  74.50 
100006562,  65.98 ,  46.79 
100006564,  65.98 ,  52.15 
100006565,  98.42 ,  88.16 
100006566,  38.11 ,  29.32 
100006567,  24.90 ,  22.30 
100006568,  83.19 ,  74.50 
100006569,  81.57 ,  73.07 
100006570,  87.80 ,  78.64 
100006571,  37.78 ,  24.83 
100006572,  25.19 ,  21.66 
100006573,  40.88 ,  37.05 
100006574,  52.46 ,  32.08 
100006575,  21.57 ,  13.77 
100006576,  16.74 ,  11.59 
100006577,  30.31 ,  23.32 
100006578,  18.68 ,  17.99 
100006579,  41.44 ,  37.11 
100006580,  225.81 ,  176.33 
100006581,  99.12 ,  88.78 
100006582,  27.12 ,  18.00 
100006583,  49.46 ,  35.99 
100006584,  116.76 ,  89.82 
100006585,  70.13 ,  55.19 
100006586,  38.57 ,  30.35 
100006587,  140.26 ,  110.38 
100006588,  30.26 ,  24.42 
100006589,  35.36 ,  27.20 
100006590,  60.16 ,  46.28 
100006591,  505.23 ,  452.54 
100006592,  37.78 ,  23.47 
100006593,  72.24 ,  64.71 
100006594,  80.10 ,  71.74 
100006595,  91.52 ,  72.02 
100006596,  36.65 ,  31.03 
100006597,  96.89 ,  86.78 
100006598,  37.74 ,  26.47 
100006599,  70.71 ,  54.05 
100006600,  17.58 ,  13.52 
100006601,  70.71 ,  68.43 
100006602,  38.22 ,  34.22 
100006603,  163.01 ,  132.18 
100006604,  14.27 ,  10.84 
100006605,  33.52 ,  25.78 
100006606,  48.67 ,  37.44 
100006607,  117.37 ,  105.13 
100006608,  33.74 ,  32.78 
100006609,  49.23 ,  44.10 
100006610,  47.26 ,  46.18 
100006611,  110.59 ,  87.03 
100006612,  60.45 ,  46.50 
100006613,  116.86 ,  69.66 
100006614,  38.50 ,  34.49 
100006615,  45.13 ,  43.87 
100006616,  197.16 ,  176.60 
100006617,  24.47 ,  17.09 
100006618,  44.74 ,  32.99 
100006619,  62.78 ,  48.29 
100006620,  19.69 ,  16.46 
100006621,  14.68 ,  13.35 
100006622,  319.26 ,  245.59 
100006623,  37.63 ,  33.71 
100006624,  34.26 ,  26.35 
100006625,  53.56 ,  47.97 
100006627,  72.23 ,  64.69 
100006628,  41.59 ,  37.25 
100006629,  36.67 ,  32.84 
100006630,  28.54 ,  26.49 
100006631,  23.52 ,  19.34 
100006632,  48.02 ,  36.56 
100006633,  41.40 ,  41.36 
100006634,  24.49 ,  22.06 
100006635,  35.09 ,  25.11 
100006636,  88.95 ,  79.68 
100006637,  56.44 ,  50.55 
100006638,  83.03 ,  74.37 
100006639,  36.10 ,  28.41 
100006640,  53.97 ,  42.47 
100006641,  194.89 ,  149.92 
100006642,  42.81 ,  36.32 
100006643,  70.81 ,  47.74 
100006644,  27.77 ,  21.36 
100006645,  43.68 ,  36.56 
100006646,  197.31 ,  176.73 
100006647,  83.02 ,  63.86 
100006648,  47.24 ,  36.34 
100006649,  20.29 ,  18.33 
100006650,  38.22 ,  31.84 
100006651,  61.15 ,  58.64 
100006652,  59.72 ,  42.94 
100006653,  32.25 ,  20.71 
100006654,  53.59 ,  41.23 
100006655,  22.36 ,  21.90 
100006656,  70.81 ,  67.28 
100006657,  25.92 ,  24.83 
100006658,  26.75 ,  18.80 
100006659,  15.77 ,  11.86 
100006660,  48.73 ,  33.14 
100006661,  23.51 ,  12.82 
100006662,  11.26 ,  9.07 
100006663,  24.23 ,  15.49 
100006664,  40.88 ,  26.08 
100006665,  31.91 ,  25.80 
100006666,  63.67 ,  25.52 
100006667,  34.22 ,  16.76 
100006668,  19.50 ,  11.49 
100006669,  26.40 ,  12.80 
100006670,  15.94 ,  14.78 
100006671,  42.95 ,  38.48 
100006672,  16.86 ,  16.86 
100006673,  37.02 ,  36.96 
100006674,  23.24 ,  15.15 
100006675,  60.16 ,  40.95 
100006676,  19.64 ,  19.30 
100006677,  29.94 ,  17.71 
100006678,  80.27 ,  54.83 
100006679,  55.10 ,  36.19 
100006681,  33.16 ,  30.16 
100006682,  64.28 ,  57.58 
100006683,  37.02 ,  33.67 
100006684,  20.62 ,  15.42 
100006686,  20.62 ,  18.34 
100006687,  28.33 ,  24.95 
100006688,  35.09 ,  31.73 
100006689,  49.25 ,  44.11 
100006690,  52.05 ,  23.30 
100006691,  37.02 ,  17.54 
100006692,  21.57 ,  12.21 
100006693,  25.90 ,  19.93 
100006694,  25.43 ,  20.45 
100006695,  27.84 ,  21.42 
100006696,  50.37 ,  48.84 
100006697,  15.79 ,  11.96 
100006698,  38.96 ,  36.45 
100006699,  37.99 ,  27.21 
100006700,  20.06 ,  15.70 
100006701,  35.33 ,  27.43 
100006702,  27.71 ,  24.83 
100006703,  230.70 ,  143.02 
100006704,  32.25 ,  29.57 
100006705,  56.11 ,  44.16 
100006706,  177.96 ,  118.75 
100006707,  33.58 ,  25.83 
100006708,  25.43 ,  24.70 
100006709,  38.57 ,  34.55 
100006710,  174.97 ,  137.69 
100006711,  83.89 ,  68.85 
100006712,  129.06 ,  70.76 
100006713,  216.03 ,  118.67 
100006715,  116.19 ,  104.07 
100006716,  8.83 ,  8.83 
100006717,  13.47 ,  13.47 
100006718,  31.22 ,  24.63 
100006719,  27.37 ,  26.49 
100006720,  62.12 ,  38.63 
100006721,  25.19 ,  13.75 
100006722,  37.22 ,  29.29 
100006723,  39.41 ,  31.02 
100006724,  95.37 ,  75.06 
100006725,  47.34 ,  37.25 
100006726,  28.54 ,  20.56 
100006727,  129.51 ,  101.91 
100006728,  27.61 ,  21.24 
100006729,  70.81 ,  68.99 
100006730,  195.31 ,  174.95 
100006731,  47.63 ,  45.20 
100006732,  51.70 ,  46.31 
100006734,  11.76 ,  11.76 
100006735,  25.19 ,  22.78 
100006736,  26.35 ,  20.27 
100006737,  34.71 ,  27.32 
100006738,  69.43 ,  54.64 
100006739,  30.05 ,  17.38 
100006740,  156.42 ,  95.44 
100006741,  32.20 ,  30.82 
100006742,  13.63 ,  10.49 
100006743,  42.81 ,  29.91 
100006744,  50.83 ,  45.53 
100006745,  48.73 ,  32.21 
100006746,  37.97 ,  34.01 
100006747,  32.29 ,  24.83 
100006748,  141.02 ,  127.07 
100006749,  34.61 ,  27.80 
100006750,  19.73 ,  17.09 
100006751,  55.46 ,  49.68 
100006752,  27.12 ,  24.29 
100006753,  24.85 ,  20.07 
100006754,  34.45 ,  24.13 
100006755,  31.15 ,  26.49 
100006756,  40.85 ,  32.15 
100006757,  33.90 ,  26.08 
100006758,  40.88 ,  26.08 
100006759,  61.15 ,  55.19 
100006760,  20.60 ,  20.60 
100006761,  45.31 ,  35.65 
100006762,  61.91 ,  38.63 
100006763,  38.95 ,  24.83 
100006764,  13.85 ,  13.85 
100006765,  50.37 ,  45.12 
100006766,  103.41 ,  92.63 
100006767,  156.70 ,  135.34 
100006768,  15.77 ,  13.02 
100006769,  27.37 ,  19.87 
100006770,  34.26 ,  30.69 
100006771,  21.03 ,  20.07 
100006773,  46.09 ,  41.29 
