SKU,Regular price,Sale price
100009942,0,0
100009941,0,0
100009940,0,0
100009939,0,0
100009938,0,0
100009937,0,0
100009126,29,22
100009125,18,10
100009124,39,23
100009123,33,17
&gt;,0,0
100005020,236,211
100005022,25,19
100005023,163,146
100005024,179,160
100005025,106,95
100005026,29,26
100005027,35,18
100005028,51,18
100005029,35,18
100005031,120,54
100005034,36,33
100005036,120,49
100005038,43,23
100005039,22,16
100005040,66,34
100005041,39,19
100005042,27,20
100005043,60,35
100005044,41,37
100005047,66,30
100005048,39,32
100005049,92,83
100005050,26,11
100005051,31,13
100005052,31,24
100005053,22,17
100005054,52,46
100005057,33,30
100005058,61,55
100005059,35,13
100005060,126,113
100005064,45,40
100005065,21,15
100005066,20,15
100005067,197,152
100005068,38,22
100005069,95,85
100005070,69,62
100005074,102,91
100005079,45,39
100005080,50,18
100005081,61,55
100005082,34,31
100005085,38,27
100005088,40,36
100005089,38,34
100005092,73,68
100005094,75,68
100005095,52,43
100005096,41,35
100005097,24,17
100005098,24,14
100005099,25,13
100005100,32,12
100005101,24,15
100005104,31,23
100005105,90,32
100005107,46,41
100005110,26,25
100005112,35,27
100005116,62,43
100005117,31,20
100005118,24,24
100005119,54,30
100005120,37,33
100005121,99,88
100005122,62,56
100005124,33,30
100005125,943,368
100005126,82,63
100005130,56,43
100005133,33,22
100005138,42,14
100005139,70,55
100005140,0,0
100005141,95,75
100005142,55,36
100005143,170,73
100005146,159,63
100005149,75,53
100005150,70,47
100005151,198,126
100005152,72,56
100005157,34,32
100005170,29,26
100005171,38,32
100005172,120,52
100005173,39,17
100005174,54,42
100005175,38,35
100005176,46,41
100005177,36,26
100005178,34,31
100005179,23,20
100005180,53,44
100005181,40,27
100005182,29,18
100005185,78,76
100005187,49,33
100005189,32,25
100005190,160,126
100005201,15,15
100005202,49,22
100005203,32,21
100005204,60,36
100005205,32,32
100005213,42,32
100005214,58,44
100005215,49,32
100005216,43,29
100005217,60,42
100005220,25,18
100005221,36,22
100005222,23,16
100005223,30,24
100005224,38,26
100005225,42,26
100005226,38,35
100005231,15,15
100005235,15,15
100005239,9,9
100005240,25,25
100005241,35,25
100005245,24,21
100005246,37,29
100005247,32,25
100005250,36,28
100005251,32,20
100005252,36,21
100005253,57,45
100005254,51,29
100005256,75,53
100005257,53,38
100005259,17,17
100005261,203,85
100005264,38,23
100005270,16,15
100005271,81,38
100005275,25,19
100005277,36,28
100005284,36,25
100005289,32,25
100005290,31,25
100005291,31,26
100005292,31,24
100005293,36,31
100005294,31,23
100005295,31,26
100005298,29,20
100005299,34,19
100005300,34,19
100005301,86,51
100005302,29,19
100005306,32,20
100005307,27,16
100005308,20,20
100005309,78,44
100005313,71,41
100005316,55,33
100005317,31,15
100005318,66,38
100005322,77,48
100005323,73,72
100005324,93,55
100005325,99,61
100005326,171,107
100005327,76,36
100005328,13,13
100005329,95,68
100005330,98,50
100005333,40,30
100005334,95,53
100005335,50,28
100005336,62,32
100005337,62,28
100005338,65,31
100005339,29,20
100005340,54,36
100005341,29,19
100005351,32,23
100005357,31,29
100005358,29,24
100005359,31,23
100005368,97,50
100005371,153,137
100005372,216,193
100005373,69,62
100005374,295,227
100005375,139,124
100005376,173,133
100005377,164,126
100005379,193,172
100005380,51,48
100005381,339,304
100005382,0,0
100005383,328,294
100005384,153,137
100005385,111,99
100005386,139,137
100005387,316,283
100005388,216,193
100005390,293,262
100005391,239,214
100005392,122,109
100005393,158,142
100005395,33,23
100005396,34,26
100005399,29,19
100005400,43,21
100005401,58,52
100005402,66,52
100005404,85,65
100005405,30,23
100005406,92,26
100005407,0,0
100005408,101,38
100005409,27,24
100005410,0,0
100005416,66,42
100005413,66,27
100005417,97,38
100005418,61,31
100005428,39,30
100005435,17,14
100005438,33,29
100005441,13,13
100005442,28,22
100005443,9,9
100005444,43,38
100005447,17,13
100005448,18,12
100005449,27,20
100005450,34,30
100005451,33,26
100005452,37,23
100005463,32,29
100005464,19,18
100005465,21,16
100005468,58,52
100005477,39,35
100005487,30,23
100005491,45,34
100005493,20,18
100005495,33,29
100005504,80,66
100005506,39,36
100005507,43,38
100005509,154,138
100005510,123,110
100005511,61,55
100005512,33,29
100005513,31,24
100005514,41,34
100005516,71,63
100005517,132,118
100005518,173,155
100005519,110,95
100005520,131,101
100005523,78,70
100005524,88,79
100005525,43,38
100005528,28,18
100005531,44,43
100005532,26,24
100005533,13,10
100005537,17,11
100005538,24,14
100005542,53,47
100005543,50,39
100005547,69,50
100005549,41,36
100005550,24,21
100005551,24,22
100005552,125,112
100005554,53,48
100005560,35,32
100005564,189,169
100005565,15,10
100005566,28,25
100005567,28,24
100005568,28,24
100005569,28,23
100005570,22,18
100005571,22,14
100005572,24,20
100005573,22,18
100005574,22,18
100005575,23,18
100005576,22,18
100005577,23,19
100005578,22,15
100005579,23,19
100005580,22,18
100005581,22,18
100005582,22,15
100005583,36,19
100005584,23,22
100005585,22,18
100005586,22,17
100005587,25,18
100005588,51,34
100005589,48,29
100005590,48,34
100005591,19,14
100005592,32,25
100005593,25,18
100005594,35,25
100005595,28,18
100005596,22,18
100005597,22,18
100005598,86,36
100005599,17,13
100005600,31,20
100005601,48,34
100005602,35,27
100005603,43,37
100005604,32,24
100005605,22,18
100005606,31,20
100005607,24,14
100005608,24,14
100005609,45,40
100005610,24,21
100005611,28,20
100005614,43,29
100005615,39,28
100005616,41,32
100005619,37,26
100005620,41,25
100005624,21,15
100005627,28,28
100005632,70,36
100005634,42,32
100005636,63,51
100005637,48,34
100005638,78,38
100005635,78,61
100005641,32,25
100005642,52,42
100005643,60,48
100005644,33,23
100005645,24,15
100005646,24,18
100005649,24,18
100005652,34,26
100005659,32,28
100005672,27,24
100005675,35,25
100005677,31,23
100005678,92,82
100005682,13,13
100005691,199,153
100005692,188,177
100005694,0,0
100005695,41,32
100005696,45,40
100005494,41,37
100005707,17,11
100005715,16,13
100005716,20,17
100005721,15,15
100005726,20,19
100005729,29,22
100005731,19,18
100005732,21,15
100005734,19,14
100005735,29,18
100005738,42,31
100005739,122,109
100005740,52,38
100005741,56,43
100005742,64,43
100005743,19,15
100005745,26,20
100005746,19,13
100005747,19,14
100005748,49,44
100005751,31,25
100005752,26,20
100005753,41,33
100005754,19,11
100005755,41,32
100005756,67,58
100005757,26,19
100005758,63,46
100005759,63,53
100005760,31,24
100005764,24,13
100005765,27,19
100005766,25,21
100005771,24,15
100005772,14,12
100005773,29,21
100005776,16,12
100005777,33,21
100005778,28,25
100005779,19,16
