Z,Regular price,Sale price
100003235,  19.62 ,  19.62 
100003236,  34.45 ,  34.45 
100003239,  36.59 ,  34.39 
100003241,  31.15 ,  24.72 
100003242,  33.16 ,  12.37 
100003243,  62.12 ,  19.97 
100003244,  139.35 ,  118.38 
100003245,  22.38 ,  19.54 
100003246,  34.90 ,  31.98 
100003247,  85.68 ,  63.96 
100003248,  36.97 ,  33.11 
100003249,  21.15 ,  21.15 
100003251,  20.13 ,  13.60 
100003252,  21.47 ,  19.23 
100003253,  29.49 ,  22.68 
100003254,  30.05 ,  22.58 
100003255,  80.59 ,  67.05 
100003256,  105.87 ,  89.41 
100003257,  42.14 ,  33.67 
100003258,  79.50 ,  68.44 
100003259,  46.21 ,  41.39 
100003260,  21.09 ,  21.09 
100003261,  27.85 ,  20.16 
100003262,  22.66 ,  19.99 
100003263,  164.53 ,  65.94 
100003265,  19.45 ,  18.97 
100003266,  50.49 ,  38.84 
100003267,  34.26 ,  30.69 
100003268,  16.86 ,  15.10 
100003269,  69.75 ,  62.48 
100003272,  20.60 ,  20.60 
100003273,  38.03 ,  29.25 
100003274,  37.99 ,  30.62 
100003275,  41.85 ,  40.07 
100003276,  79.50 ,  75.33 
100003277,  19.06 ,  12.32 
100003278,  33.93 ,  19.80 
100003279,  28.33 ,  23.64 
100003280,  169.61 ,  135.49 
100003286,  48.67 ,  42.36 
100003287,  23.51 ,  16.44 
100003288,  42.81 ,  32.88 
100003290,  53.27 ,  40.98 
100003291,  24.39 ,  21.85 
100003292,  50.01 ,  44.80 
100003293,  75.63 ,  67.75 
100003294,  31.15 ,  24.81 
100003295,  21.57 ,  16.78 
100003296,  38.95 ,  34.22 
100003297,  56.32 ,  51.88 
100003298,  56.25 ,  29.80 
100003299,  33.16 ,  28.97 
100003300,  42.81 ,  38.63 
100003301,  19.06 ,  16.67 
100003302,  44.20 ,  34.00 
100003304,  58.62 ,  35.40 
100003305,  25.43 ,  12.99 
100003306,  34.13 ,  26.25 
100003307,  67.92 ,  39.93 
100003310,  59.61 ,  46.91 
100003311,  42.69 ,  32.84 
100003312,  40.76 ,  31.35 
100003314,  59.80 ,  51.74 
100003317,  37.79 ,  31.06 
100003318,  38.47 ,  23.12 
100003319,  33.16 ,  16.85 
100003320,  62.12 ,  31.93 
100003321,  46.81 ,  36.01 
100003322,  120.60 ,  108.03 
100003324,  21.26 ,  14.68 
100003325,  37.74 ,  29.81 
100003328,  27.37 ,  24.14 
100003333,  33.16 ,  17.14 
100003334,  23.32 ,  17.94 
100003335,  106.72 ,  38.65 
100003336,  38.50 ,  34.49 
100003337,  49.53 ,  48.29 
100003338,  45.90 ,  41.12 
100003339,  28.95 ,  14.35 
100003340,  55.30 ,  49.53 
100003342,  20.62 ,  14.90 
100003343,  16.74 ,  15.14 
100003345,  205.00 ,  191.78 
100003346,  72.82 ,  65.23 
100003347,  37.58 ,  33.65 
100003348,  31.22 ,  25.39 
100003349,  43.66 ,  34.35 
100003350,  26.72 ,  20.56 
100003351,  31.99 ,  29.68 
100003352,  87.60 ,  76.63 
100003353,  59.80 ,  51.09 
100003354,  16.74 ,  12.46 
100003355,  29.30 ,  24.92 
100003356,  39.91 ,  33.09 
100003357,  63.09 ,  54.51 
100003358,  49.69 ,  31.58 
100003360,  39.18 ,  30.14 
100003361,  33.65 ,  30.14 
100003363,  31.22 ,  21.80 
100003364,  58.26 ,  44.04 
100003365,  31.22 ,  28.96 
100003366,  58.26 ,  57.92 
100003367,  34.99 ,  26.21 
100003368,  33.90 ,  26.08 
100003369,  31.64 ,  24.34 
100003370,  24.34 ,  14.57 
100003371,  43.90 ,  29.56 
100003372,  83.02 ,  60.23 
100003373,  40.88 ,  34.08 
