Z,Regular price,Sale price
100005457,  52.07 ,  40.98 
100005458,  69.43 ,  54.64 
100005459,  16.56 ,  15.14 
100005460,  40.76 ,  31.35 
100005461,  55.30 ,  49.53 
100005462,  55.30 ,  49.53 
100005463,  36.47 ,  28.70 
100005466,  47.38 ,  42.44 
100005467,  47.38 ,  42.44 
100005469,  33.34 ,  29.87 
100005470,  33.34 ,  29.87 
100005471,  21.82 ,  17.80 
100005472,  21.82 ,  17.80 
100005473,  31.43 ,  28.15 
100005474,  31.43 ,  28.15 
100005475,  55.40 ,  28.15 
100005476,  55.40 ,  28.15 
100005479,  30.69 ,  23.60 
100005480,  30.69 ,  23.60 
100005482,  39.92 ,  35.76 
100005483,  39.92 ,  35.76 
100005484,  39.92 ,  35.76 
100005485,  22.83 ,  22.82 
100005486,  22.83 ,  22.82 
100005487,  25.80 ,  23.06 
100005488,  30.22 ,  30.22 
100005489,  52.05 ,  52.05 
100005491,  34.45 ,  30.79 
100005492,  37.99 ,  27.21 
100005493,  22.36 ,  18.31 
100005494,  41.11 ,  36.82 
100005496,  76.09 ,  68.16 
100005497,  152.19 ,  136.32 
100005498,  136.63 ,  88.44 
100005501,  82.18 ,  58.64 
100005502,  43.00 ,  38.79 
100005503,  60.85 ,  43.47 
100005504,  90.49 ,  65.96 
100005506,  43.96 ,  35.73 
100005508,  44.74 ,  33.51 
100005511,  69.96 ,  55.05 
100005512,  37.22 ,  29.29 
100005513,  24.85 ,  18.71 
100005514,  46.53 ,  33.80 
100005515,  48.80 ,  37.54 
100005516,  80.51 ,  63.35 
100005520,  106.97 ,  101.13 
100005521,  155.87 ,  139.63 
100005522,  122.00 ,  107.48 
100005524,  99.94 ,  78.64 
100005526,  59.22 ,  55.05 
100005527,  57.29 ,  50.84 
100005528,  32.25 ,  18.35 
100005529,  20.62 ,  15.35 
100005530,  11.44 ,  8.05 
100005531,  50.64 ,  43.46 
100005532,  30.05 ,  16.88 
100005533,  14.66 ,  10.03 
100005534,  11.68 ,  11.68 
100005535,  10.96 ,  5.26 
100005536,  20.61 ,  15.69 
100005537,  19.06 ,  12.76 
100005538,  27.85 ,  15.42 
100005539,  32.20 ,  22.21 
100005540,  49.90 ,  44.59 
100005541,  66.08 ,  59.19 
100005542,  60.27 ,  47.43 
100005543,  39.94 ,  38.62 
100005544,  98.18 ,  77.26 
100005545,  62.12 ,  48.29 
100005546,  32.49 ,  27.36 
100005547,  78.72 ,  49.77 
100005550,  26.75 ,  21.89 
100005551,  26.75 ,  22.36 
100005552,  141.84 ,  111.62 
100005558,  35.03 ,  32.08 
100005559,  86.65 ,  77.61 
100005560,  40.05 ,  31.51 
100005561,  58.26 ,  50.14 
100005562,  101.47 ,  39.93 
100005565,  16.86 ,  11.46 
100005566,  28.33 ,  25.48 
100005567,  28.33 ,  24.14 
100005568,  28.33 ,  24.14 
100005569,  28.33 ,  23.18 
100005570,  21.57 ,  17.66 
100005571,  21.57 ,  13.85 
100005572,  23.51 ,  20.42 
100005573,  22.06 ,  17.66 
100005574,  22.06 ,  17.66 
100005575,  22.74 ,  17.66 
100005576,  21.57 ,  17.66 
100005577,  23.02 ,  19.18 
100005578,  22.06 ,  17.66 
100005579,  23.02 ,  19.18 
100005580,  22.06 ,  17.66 
100005581,  22.06 ,  17.66 
100005582,  21.57 ,  14.57 
100005583,  36.05 ,  19.04 
100005585,  22.06 ,  17.66 
100005586,  22.06 ,  16.76 
100005587,  25.43 ,  17.66 
100005588,  50.54 ,  33.87 
100005590,  47.63 ,  34.22 
100005591,  18.68 ,  13.85 
100005592,  31.94 ,  24.57 
100005593,  25.43 ,  17.66 
100005594,  35.09 ,  25.32 
100005595,  28.33 ,  17.66 
100005596,  21.57 ,  17.66 
100005597,  21.57 ,  17.66 
100005598,  86.46 ,  35.98 
100005599,  16.74 ,  12.80 
100005600,  31.22 ,  20.42 
100005601,  47.63 ,  34.22 
100005602,  35.09 ,  27.32 
100005603,  42.81 ,  36.98 
100005604,  32.20 ,  24.36 
100005605,  22.06 ,  17.66 
100005606,  31.22 ,  19.87 
100005607,  24.47 ,  13.75 
100005608,  24.47 ,  13.75 
100005609,  44.74 ,  39.53 
100005610,  23.51 ,  20.56 
100005611,  28.33 ,  19.57 
100005612,  30.26 ,  19.99 
100005613,  56.32 ,  38.20 
100005614,  42.81 ,  28.85 
100005615,  38.95 ,  28.45 
100005616,  40.88 ,  32.31 
100005617,  54.40 ,  43.79 
100005618,  42.81 ,  36.32 
100005619,  37.02 ,  25.49 
100005620,  40.88 ,  25.41 
100005621,  75.63 ,  60.45 
100005622,  147.07 ,  118.82 
100005623,  79.50 ,  47.02 
100005624,  20.62 ,  14.65 
100005625,  48.73 ,  30.23 
100005627,  28.33 ,  28.15 
100005628,  54.22 ,  32.12 
100005629,  33.64 ,  25.88 
100005630,  19.64 ,  12.05 
100005631,  21.57 ,  14.13 
100005632,  69.84 ,  36.40 
100005633,  62.12 ,  48.92 
100005634,  41.85 ,  32.02 
100005635,  77.56 ,  61.40 
100005636,  63.09 ,  51.11 
100005637,  47.63 ,  32.59 
100005639,  32.20 ,  21.67 
100005640,  60.19 ,  41.56 
100005641,  32.20 ,  25.37 
100005642,  52.46 ,  42.11 
100005643,  60.19 ,  48.01 
100005644,  33.16 ,  22.53 
100005645,  23.51 ,  15.00 
100005646,  23.51 ,  14.45 
100005647,  31.22 ,  19.63 
100005648,  58.26 ,  36.78 
100005649,  24.00 ,  14.10 
100005650,  20.41 ,  11.79 
100005651,  36.64 ,  23.58 
100005652,  34.12 ,  26.13 
100005653,  14.81 ,  12.23 
100005654,  25.43 ,  18.80 
100005655,  46.68 ,  33.74 
100005656,  27.37 ,  18.80 
100005657,  50.54 ,  37.61 
100005658,  73.70 ,  56.41 
100005659,  31.64 ,  28.34 
100005662,  24.47 ,  17.62 
100005663,  44.74 ,  35.24 
100005664,  105.56 ,  88.10 
100005665,  21.57 ,  18.45 
100005666,  23.51 ,  14.74 
100005667,  20.13 ,  13.93 
100005668,  36.05 ,  27.81 
100005669,  39.94 ,  27.58 
100005670,  36.65 ,  20.32 
100005671,  68.51 ,  41.68 
100005672,  27.37 ,  23.95 
100005673,  52.28 ,  42.65 
100005674,  52.28 ,  42.65 
100005675,  34.99 ,  24.82 
100005676,  20.62 ,  17.91 
100005677,  31.22 ,  23.18 
100005678,  92.08 ,  82.48 
100005679,  28.24 ,  20.63 
100005680,  52.28 ,  41.25 
100005682,  12.98 ,  12.98 
100005684,  28.24 ,  22.06 
100005685,  17.71 ,  8.80 
100005686,  23.41 ,  13.23 
100005687,  38.76 ,  25.01 
100005688,  25.90 ,  19.93 
100005689,  45.60 ,  40.84 
100005691,  199.04 ,  153.11 
100005692,  187.62 ,  177.15 
100005696,  44.97 ,  40.29 
100005698,  21.03 ,  16.41 
100005699,  38.22 ,  31.77 
100005701,  12.37 ,  8.16 
100005703,  17.71 ,  16.56 
100005704,  13.06 ,  10.68 
100005705,  13.47 ,  11.13 
100005706,  21.89 ,  21.67 
100005707,  16.56 ,  11.01 
100005708,  45.62 ,  43.21 
100005709,  21.48 ,  17.98 
100005710,  36.65 ,  34.30 
100005711,  119.92 ,  92.24 
100005712,  20.41 ,  11.71 
100005713,  36.64 ,  23.42 
100005714,  101.50 ,  71.75 
100005715,  16.05 ,  12.58 
100005716,  19.92 ,  17.12 
100005717,  25.19 ,  20.93 
100005719,  37.99 ,  29.03 
100005720,  21.09 ,  14.31 
100005721,  15.20 ,  13.48 
100005722,  34.40 ,  34.40 
100005724,  117.76 ,  92.67 
100005725,  29.99 ,  23.60 
100005726,  19.89 ,  19.22 
100005728,  55.32 ,  42.55 
100005729,  28.90 ,  22.23 
100005730,  26.21 ,  17.27 
100005731,  18.92 ,  18.05 
100005732,  21.39 ,  15.04 
100005733,  19.17 ,  13.80 
100005734,  19.17 ,  14.02 
100005735,  29.10 ,  18.42 
100005736,  24.28 ,  20.09 
100005738,  42.42 ,  31.28 
100005739,  121.69 ,  109.00 
100005740,  52.46 ,  38.08 
100005741,  56.04 ,  43.11 
100005742,  64.05 ,  42.77 
100005743,  18.68 ,  14.93 
100005744,  18.68 ,  14.05 
100005745,  26.03 ,  20.02 
100005746,  18.68 ,  12.99 
100005747,  18.68 ,  14.49 
100005748,  48.68 ,  43.60 
100005751,  31.22 ,  25.11 
100005752,  26.18 ,  20.14 
100005753,  40.88 ,  33.23 
100005754,  19.45 ,  11.35 
100005755,  41.04 ,  31.57 
100005756,  76.21 ,  57.73 
100005757,  30.05 ,  21.49 
100005760,  25.66 ,  24.06 
100005761,  33.89 ,  30.80 
100005762,  37.02 ,  21.29 
100005763,  69.84 ,  43.69 
100005764,  26.75 ,  12.89 
100005765,  31.15 ,  20.06 
100005766,  28.95 ,  20.87 
100005767,  36.94 ,  30.63 
100005768,  53.72 ,  46.08 
100005769,  37.99 ,  27.46 
100005770,  71.78 ,  48.15 
100005771,  26.75 ,  12.89 
100005772,  15.77 ,  13.46 
100005773,  33.34 ,  21.15 
100005774,  25.43 ,  14.57 
100005775,  46.68 ,  29.56 
100005776,  17.97 ,  11.71 
100005777,  37.74 ,  21.15 
100005778,  31.53 ,  24.85 
100005779,  21.26 ,  16.44 
100005780,  37.63 ,  35.36 
100005781,  25.66 ,  19.30 
100005782,  25.66 ,  18.80 
100005783,  20.06 ,  16.44 
100005784,  21.26 ,  16.44 
100005785,  22.36 ,  16.44 
100005786,  37.74 ,  31.60 
100005787,  22.36 ,  16.44 
100005788,  18.68 ,  16.44 
100005789,  33.16 ,  31.11 
100005790,  28.95 ,  18.34 
100005791,  28.95 ,  15.51 
100005792,  26.75 ,  11.71 
100005793,  33.34 ,  18.06 
100005794,  23.51 ,  18.19 
100005795,  37.99 ,  23.62 
100005797,  33.34 ,  17.62 
100005798,  33.34 ,  20.99 
100005799,  33.34 ,  22.47 
100005800,  34.45 ,  20.12 
100005801,  27.37 ,  20.63 
100005802,  50.54 ,  42.32 
100005804,  17.33 ,  10.98 
100005806,  35.08 ,  26.99 
100005808,  17.71 ,  13.51 
100005809,  31.22 ,  27.49 
100005812,  58.26 ,  35.99 
100005813,  85.29 ,  54.53 
100005815,  50.08 ,  41.06 
100005816,  66.63 ,  52.43 
100005817,  45.20 ,  34.77 
100005818,  31.22 ,  26.61 
100005819,  58.26 ,  54.33 
100005820,  85.29 ,  82.05 
100005821,  44.34 ,  31.93 
100005822,  110.39 ,  86.87 
100005824,  31.22 ,  27.32 
100005825,  52.46 ,  29.44 
100005826,  32.25 ,  17.74 
100005829,  42.08 ,  33.11 
100005830,  35.06 ,  27.59 
100005832,  62.11 ,  51.05 
100005833,  31.14 ,  23.95 
100005834,  41.04 ,  36.73 
100005835,  27.85 ,  19.77 
100005836,  10.96 ,  8.59 
100005837,  19.64 ,  12.98 
100005840,  53.59 ,  39.08 
100005841,  44.66 ,  40.01 
100005842,  134.01 ,  120.03 
100005843,  178.68 ,  160.05 
100005844,  35.15 ,  27.04 
100005846,  18.68 ,  11.44 
100005847,  33.16 ,  20.01 
100005848,  21.26 ,  16.32 
100005849,  59.61 ,  53.39 
100005852,  54.53 ,  41.95 
100005854,  24.47 ,  15.85 
100005855,  44.74 ,  27.32 
100005856,  30.13 ,  23.18 
100005857,  30.93 ,  28.17 
100005859,  58.62 ,  34.49 
100005860,  37.74 ,  26.70 
100005864,  20.37 ,  19.82 
100005865,  26.40 ,  18.20 
100005868,  36.31 ,  35.55 
