SKU,Regular price,Sale price
&gt;,  -   ,  -   
100005020,  235.33 ,  172.33 
100005022,  21.75 ,  20.40 
100005023,  274.68 ,  146.11 
100005024,  212.85 ,  159.91 
100005025,  123.58 ,  95.06 
100005026,  37.49 ,  26.25 
100005027,  40.86 ,  19.30 
100005028,  58.85 ,  21.33 
100005029,  40.86 ,  19.30 
100005031,  139.33 ,  53.96 
100005034,  42.33 ,  32.56 
100005036,  139.33 ,  49.37 
100005038,  49.85 ,  23.92 
100005039,  25.12 ,  18.01 
100005040,  76.83 ,  34.16 
100005041,  45.36 ,  20.63 
100005042,  31.87 ,  21.52 
100005043,  70.09 ,  35.32 
100005044,  48.25 ,  37.11 
100005047,  76.83 ,  30.08 
100005048,  44.91 ,  32.01 
100005049,  107.53 ,  82.71 
100005050,  30.74 ,  10.64 
100005051,  36.36 ,  14.99 
100005052,  25.91 ,  24.56 
100005053,  18.94 ,  18.94 
100005054,  60.05 ,  46.19 
100005057,  38.38 ,  29.53 
100005058,  71.39 ,  54.91 
100005059,  40.86 ,  15.57 
100005060,  146.72 ,  112.86 
100005064,  52.52 ,  40.40 
100005065,  24.00 ,  17.01 
100005066,  17.23 ,  17.23 
100005067,  162.27 ,  151.63 
100005068,  44.23 ,  25.40 
100005069,  110.20 ,  84.77 
100005070,  83.58 ,  61.87 
100005074,  118.74 ,  91.34 
100005079,  52.10 ,  39.18 
100005080,  57.72 ,  19.62 
100005081,  71.21 ,  54.77 
100005082,  40.14 ,  30.88 
100005085,  44.23 ,  27.39 
100005088,  46.48 ,  36.33 
100005089,  44.23 ,  33.88 
100005092,  84.70 ,  67.61 
100005094,  86.95 ,  67.61 
100005095,  61.09 ,  43.05 
100005096,  47.60 ,  34.69 
100005097,  27.37 ,  18.36 
100005098,  28.49 ,  15.90 
100005099,  29.62 ,  12.68 
100005100,  37.15 ,  11.54 
100005101,  27.37 ,  14.78 
100005104,  36.36 ,  22.85 
100005105,  104.59 ,  32.12 
100005107,  53.10 ,  40.84 
100005110,  29.93 ,  25.28 
100005112,  40.86 ,  26.50 
100005116,  72.34 ,  42.77 
100005117,  36.36 ,  20.29 
100005118,  27.37 ,  23.50 
100005119,  63.34 ,  30.22 
100005120,  43.05 ,  33.11 
100005121,  114.97 ,  88.44 
100005122,  72.62 ,  55.86 
100005124,  38.60 ,  29.69 
100005125,  1,097.73 ,  367.62 
100005126,  64.25 ,  63.29 
100005130,  49.85 ,  43.05 
100005133,  38.61 ,  21.97 
100005138,  48.73 ,  16.13 
100005139,  81.33 ,  55.30 
100005140,  -   ,  -   
100005141,  96.86 ,  74.50 
100005142,  56.60 ,  36.00 
100005143,  173.51 ,  73.85 
100005146,  162.27 ,  63.25 
100005149,  76.83 ,  52.98 
100005150,  72.11 ,  47.25 
100005151,  178.54 ,  126.02 
100005152,  72.26 ,  55.59 
100005157,  41.51 ,  31.93 
100005170,  34.44 ,  26.49 
100005171,  34.18 ,  32.25 
100005172,  108.47 ,  52.29 
