Z,Regular price,Sale price
100003561,  98.79 ,  97.49 
100003562,  31.22 ,  25.60 
100003563,  58.26 ,  52.14 
100003564,  85.29 ,  78.68 
100003565,  29.33 ,  22.58 
100003568,  124.61 ,  111.62 
100003569,  28.33 ,  25.03 
100003570,  30.74 ,  23.65 
100003571,  39.94 ,  33.46 
100003572,  79.50 ,  52.64 
100003573,  96.33 ,  86.29 
100003574,  58.92 ,  52.77 
100003575,  39.94 ,  26.49 
100003576,  22.36 ,  14.07 
100003577,  36.67 ,  32.84 
100003578,  24.34 ,  15.72 
100003579,  16.86 ,  7.59 
100003580,  28.95 ,  12.77 
100003581,  39.94 ,  23.87 
100003582,  75.10 ,  47.24 
100003583,  75.10 ,  48.84 
100003584,  33.34 ,  15.47 
100003585,  61.91 ,  29.60 
100003586,  27.37 ,  16.89 
100003587,  50.54 ,  31.71 
100003588,  73.70 ,  46.52 
100003589,  58.81 ,  45.23 
100003590,  64.57 ,  49.67 
100003592,  20.82 ,  16.88 
100003594,  66.35 ,  52.21 
100003595,  138.63 ,  124.17 
100003597,  21.26 ,  10.23 
100003598,  54.22 ,  28.91 
100003599,  35.54 ,  23.16 
100003600,  32.25 ,  26.21 
100003601,  59.72 ,  41.79 
100003602,  67.31 ,  60.29 
100003604,  25.43 ,  23.80 
100003608,  110.26 ,  110.26 
100003609,  68.51 ,  26.08 
100003610,  23.51 ,  9.02 
100003611,  32.25 ,  24.82 
100003612,  59.72 ,  47.87 
100003613,  7.24 ,  2.93 
100003614,  19.55 ,  17.56 
100003615,  12.12 ,  8.78 
100003616,  20.41 ,  11.54 
100003617,  36.64 ,  27.51 
100003618,  52.85 ,  41.26 
100003620,  37.30 ,  26.49 
100003621,  30.05 ,  27.20 
100003623,  40.32 ,  31.73 
100003624,  21.03 ,  21.03 
100003626,  30.03 ,  20.59 
100003628,  10.66 ,  8.18 
100003629,  16.27 ,  15.22 
100003630,  30.05 ,  16.73 
100003631,  32.25 ,  17.74 
100003634,  62.85 ,  48.34 
100003635,  76.21 ,  19.49 
100003638,  7.24 ,  2.93 
100003639,  19.55 ,  17.56 
100003640,  12.12 ,  8.78 
100003642,  64.75 ,  49.81 
100003646,  36.31 ,  30.39 
100003647,  22.74 ,  18.16 
100003648,  13.85 ,  12.29 
100003649,  23.02 ,  19.81 
100003650,  37.30 ,  26.49 
100003653,  62.85 ,  48.34 
100003654,  92.04 ,  70.80 
100003656,  18.41 ,  14.66 
100003657,  35.36 ,  22.82 
100003658,  59.26 ,  46.63 
100003659,  47.18 ,  33.12 
100003660,  41.04 ,  27.42 
100003661,  12.47 ,  8.16 
100003662,  20.17 ,  14.61 
100003664,  38.95 ,  30.66 
100003667,  30.05 ,  17.99 
100003668,  17.71 ,  16.56 
100003669,  8.43 ,  5.18 
100003670,  15.79 ,  12.42 
100003671,  40.59 ,  31.22 
100003672,  22.54 ,  20.22 
100003673,  27.26 ,  24.42 
100003674,  47.30 ,  36.38 
100003675,  70.94 ,  54.57 
100003677,  17.23 ,  14.70 
100003681,  21.48 ,  15.73 
100003682,  30.05 ,  27.20 
100003684,  41.04 ,  38.32 
100003686,  31.22 ,  19.99 
100003687,  52.46 ,  39.97 
100003688,  24.85 ,  22.77 
100003690,  35.36 ,  27.20 
100003691,  7.24 ,  2.93 
100003692,  12.12 ,  8.78 
100003693,  19.55 ,  17.56 
100003694,  22.45 ,  17.93 
100003695,  30.03 ,  27.18 
100003696,  32.25 ,  28.09 
100003698,  20.11 ,  20.10 
100003699,  53.99 ,  48.36 
100003702,  33.27 ,  20.41 
100003703,  38.08 ,  29.29 
100003705,  16.74 ,  12.46 
100003706,  29.30 ,  24.92 
100003707,  20.41 ,  13.75 
100003708,  36.64 ,  27.51 
100003709,  26.21 ,  16.70 
100003711,  38.96 ,  27.66 
100003712,  31.22 ,  29.81 
100003713,  37.30 ,  26.49 
100003714,  14.35 ,  11.04 
100003715,  23.51 ,  13.95 
100003716,  42.81 ,  28.24 
100003717,  30.44 ,  23.42 
100003718,  19.06 ,  13.48 
100003719,  22.45 ,  19.99 
100003720,  37.74 ,  31.60 
100003721,  35.16 ,  27.05 
100003723,  46.68 ,  23.12 
100003724,  46.68 ,  28.91 
100003725,  31.52 ,  24.24 
100003726,  55.45 ,  49.67 
100003727,  25.52 ,  19.63 
100003728,  121.59 ,  108.92 
100003729,  41.86 ,  37.49 
100003731,  22.66 ,  19.77 
100003733,  96.18 ,  75.69 
100003734,  23.51 ,  15.26 
100003735,  42.81 ,  30.51 
100003736,  24.93 ,  15.62 
100003738,  69.75 ,  64.64 
100003739,  22.91 ,  15.18 
100003743,  21.03 ,  14.07 
100003747,  27.37 ,  22.71 
100003748,  17.71 ,  14.43 
100003749,  31.30 ,  28.04 
100003751,  37.31 ,  20.26 
100003752,  8.45 ,  4.81 
100003753,  15.49 ,  12.55 
100003754,  21.09 ,  14.31 
100003755,  54.89 ,  44.10 
100003756,  15.79 ,  14.24 
100003757,  37.02 ,  28.48 
100003759,  32.25 ,  17.62 
100003760,  59.72 ,  35.24 
100003761,  31.22 ,  29.81 
100003763,  33.34 ,  18.80 
100003764,  61.91 ,  37.61 
100003767,  37.30 ,  26.49 
100003768,  30.05 ,  27.20 
100003769,  43.77 ,  33.67 
100003770,  20.15 ,  19.04 
100003771,  30.31 ,  23.32 
100003773,  34.40 ,  31.67 
100003775,  33.90 ,  26.08 
100003779,  19.06 ,  13.48 
100003780,  60.27 ,  46.36 
100003781,  19.06 ,  11.59 
100003782,  33.34 ,  23.29 
100003783,  48.73 ,  41.25 
100003785,  13.06 ,  10.68 
100003786,  21.14 ,  20.78 
100003787,  23.51 ,  16.44 
100003788,  42.81 ,  32.88 
100003789,  42.14 ,  30.51 
100003792,  22.54 ,  21.29 
100003795,  33.34 ,  21.52 
100003796,  33.44 ,  24.76 
100003799,  60.19 ,  57.81 
100003800,  13.47 ,  11.20 
100003801,  22.25 ,  21.81 
100003802,  21.57 ,  18.93 
100003803,  38.95 ,  31.33 
100003804,  29.59 ,  23.28 
100003808,  21.03 ,  17.14 
100003940,  29.94 ,  29.94 
100005022,  21.26 ,  19.94 
100005026,  33.31 ,  26.21 
100005027,  39.94 ,  18.87 
100005028,  57.53 ,  20.85 
100005029,  39.94 ,  18.87 
100005030,  27.85 ,  13.10 
100005032,  37.63 ,  14.34 
100005033,  70.49 ,  22.58 
100005035,  23.41 ,  14.28 
100005037,  36.65 ,  19.60 
100005038,  48.73 ,  23.38 
100005039,  24.55 ,  17.60 
100005040,  75.10 ,  34.16 
100005041,  44.34 ,  20.17 
100005042,  31.15 ,  21.04 
100005043,  68.51 ,  35.32 
100005044,  47.16 ,  37.11 
100005045,  21.03 ,  21.03 
100005046,  39.28 ,  30.91 
100005047,  75.10 ,  30.08 
100005048,  43.90 ,  32.01 
100005050,  30.05 ,  10.64 
100005051,  35.54 ,  14.65 
100005053,  18.51 ,  18.51 
100005056,  80.72 ,  63.52 
100005058,  69.78 ,  54.91 
100005059,  39.94 ,  15.22 
100005061,  23.46 ,  18.09 
100005064,  51.34 ,  40.40 
100005065,  23.46 ,  16.63 
100005066,  16.84 ,  16.84 
100005067,  158.62 ,  151.63 
100005068,  43.23 ,  24.83 
100005071,  35.36 ,  32.44 
100005072,  85.91 ,  67.61 
100005075,  30.70 ,  23.61 
100005076,  53.96 ,  48.33 
100005077,  81.55 ,  73.04 
100005078,  109.14 ,  97.76 
100005079,  50.93 ,  39.18 
100005080,  56.42 ,  19.18 
100005081,  69.61 ,  54.77 
100005083,  38.85 ,  24.88 
100005084,  38.85 ,  24.88 
100005085,  43.23 ,  27.39 
100005087,  75.10 ,  57.73 
100005088,  45.43 ,  36.33 
100005089,  43.23 ,  33.88 
100005090,  35.54 ,  25.06 
100005091,  158.62 ,  129.71 
100005093,  93.78 ,  72.14 
100005095,  59.72 ,  43.05 
100005096,  46.53 ,  34.69 
100005097,  26.75 ,  17.95 
100005098,  27.85 ,  15.54 
100005099,  28.95 ,  12.68 
100005100,  36.31 ,  16.78 
100005101,  26.75 ,  14.78 
100005102,  27.85 ,  19.08 
100005103,  37.74 ,  24.94 
100005104,  35.54 ,  22.85 
100005106,  61.91 ,  19.62 
100005107,  51.91 ,  35.50 
100005108,  50.54 ,  28.84 
100005109,  31.22 ,  17.62 
100005111,  34.51 ,  18.25 
100005112,  39.94 ,  26.50 
100005113,  36.97 ,  19.51 
100005114,  75.18 ,  39.96 
100005115,  69.84 ,  45.48 
100005116,  70.71 ,  42.77 
100005117,  35.54 ,  20.29 
100005118,  26.75 ,  25.39 
100005119,  61.91 ,  30.22 
100005120,  42.08 ,  33.11 
100005123,  91.08 ,  26.63 
100005124,  37.73 ,  23.65 
100005126,  82.27 ,  63.29 
100005127,  47.63 ,  16.99 
100005128,  177.96 ,  70.43 
100005129,  264.84 ,  106.19 
100005130,  48.73 ,  28.18 
100005131,  73.70 ,  38.42 
100005132,  32.20 ,  21.41 
100005133,  37.74 ,  18.88 
100005134,  72.77 ,  55.97 
100005135,  72.77 ,  55.97 
100005136,  79.50 ,  59.74 
100005138,  47.63 ,  15.77 
100005139,  79.50 ,  55.30 
100005141,  83.19 ,  74.50 
100005142,  48.61 ,  36.00 
100005143,  149.01 ,  72.74 
100005144,  121.01 ,  47.57 
100005145,  181.82 ,  93.08 
100005146,  139.35 ,  63.25 
100005147,  129.69 ,  59.19 
100005148,  192.44 ,  87.75 
100005149,  65.98 ,  52.98 
100005150,  61.92 ,  47.25 
100005151,  174.10 ,  126.02 
100005152,  72.26 ,  55.59 
100005153,  26.40 ,  18.39 
100005154,  48.61 ,  35.03 
100005155,  93.02 ,  68.07 
100005156,  137.42 ,  101.35 
100005157,  41.51 ,  31.93 
100005158,  87.19 ,  62.09 
100005159,  22.74 ,  21.29 
100005160,  41.26 ,  40.80 
100005161,  110.91 ,  99.34 
100005162,  78.89 ,  62.09 
100005163,  28.53 ,  28.01 
100005164,  50.54 ,  34.40 
100005165,  96.87 ,  69.90 
100005166,  26.40 ,  17.50 
100005167,  70.81 ,  50.02 
100005170,  34.44 ,  26.49 
100005171,  33.34 ,  32.25 
100005172,  105.78 ,  52.29 
100005174,  47.63 ,  41.92 
100005175,  45.74 ,  35.18 
100005177,  31.22 ,  26.27 
100005178,  40.18 ,  30.91 
100005179,  20.41 ,  19.70 
100005180,  46.68 ,  43.71 
100005181,  35.26 ,  27.37 
100005182,  25.43 ,  17.20 
100005183,  28.95 ,  23.17 
100005185,  99.31 ,  76.39 
100005186,  31.22 ,  29.55 
100005187,  42.81 ,  29.90 
100005189,  32.27 ,  24.82 
100005191,  13.75 ,  13.75 
100005192,  30.50 ,  27.32 
100005193,  45.75 ,  40.98 
100005194,  13.75 ,  13.75 
100005195,  35.77 ,  32.04 
100005196,  77.89 ,  69.76 
100005197,  22.67 ,  17.44 
100005198,  7.81 ,  7.81 
100005199,  79.48 ,  71.19 
100005200,  22.92 ,  17.63 
100005201,  12.80 ,  12.80 
100005202,  42.81 ,  22.01 
100005203,  28.33 ,  18.80 
100005204,  52.46 ,  35.87 
100005205,  28.33 ,  27.98 
100005206,  42.81 ,  33.33 
100005207,  24.93 ,  19.18 
100005208,  65.98 ,  37.31 
100005209,  96.87 ,  55.96 
100005210,  16.74 ,  8.59 
100005211,  29.30 ,  16.91 
100005212,  79.50 ,  52.48 
100005213,  37.02 ,  32.42 
100005214,  50.54 ,  43.97 
100005215,  42.81 ,  31.73 
100005216,  37.99 ,  29.46 
100005217,  52.46 ,  42.07 
100005218,  33.16 ,  20.56 
100005219,  48.95 ,  37.65 
100005220,  22.06 ,  16.56 
100005221,  31.22 ,  22.27 
100005222,  20.62 ,  16.24 
100005223,  26.40 ,  24.14 
100005224,  33.16 ,  26.02 
100005225,  37.02 ,  26.38 
100005226,  45.74 ,  35.18 
100005227,  31.22 ,  24.70 
100005228,  28.91 ,  27.46 
100005229,  10.66 ,  10.66 
100005230,  20.59 ,  15.84 
100005232,  13.11 ,  13.11 
100005233,  41.68 ,  37.33 
100005234,  81.05 ,  72.60 
100005235,  13.47 ,  13.47 
100005236,  8.05 ,  8.05 
100005237,  13.85 ,  13.85 
100005238,  26.90 ,  20.70 
100005239,  8.05 ,  8.05 
100005240,  32.11 ,  24.70 
100005241,  31.06 ,  24.70 
100005242,  8.05 ,  8.05 
100005243,  12.88 ,  11.44 
100005244,  21.57 ,  20.70 
